age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
56,1,157815,7,2,4,0,4,1,0,0,50,39,1
42,7,190545,12,2,4,0,4,1,0,0,50,39,1
23,4,371705,15,4,1,3,4,1,0,0,40,39,0
53,4,66667,15,0,12,1,4,0,0,0,45,39,0
19,4,129647,15,4,6,3,4,0,0,0,35,39,0
25,4,341423,7,4,6,1,4,1,0,0,40,21,0
64,2,124386,15,2,1,2,4,0,0,0,40,39,0
42,4,180126,12,0,1,4,4,0,0,0,29,39,0
34,5,158412,11,2,4,0,4,1,0,0,75,39,0
53,1,110291,11,0,1,2,4,1,0,0,21,39,1
34,4,49224,9,0,12,3,2,0,0,0,51,39,0
42,4,80311,11,2,6,0,4,1,0,0,52,39,1
46,4,196212,15,2,1,0,2,0,0,0,21,39,0
46,4,111222,8,4,11,1,4,0,0,0,40,39,0
24,4,348506,15,2,1,0,4,1,0,0,21,39,0
35,2,264331,11,2,13,0,4,1,0,0,40,39,0
55,6,175364,12,5,11,1,4,1,39143,0,40,39,1
20,0,72808,1,4,0,3,4,0,0,0,21,39,0
42,1,203428,12,2,10,0,4,0,0,0,21,39,0
26,4,188787,15,4,1,1,2,1,0,0,61,39,0
36,6,293785,11,4,12,1,4,1,39141,0,45,39,1
38,4,150150,7,0,7,1,4,0,0,0,30,39,0
20,0,231367,1,4,0,3,4,0,0,0,20,39,0
39,6,123373,11,2,4,0,4,1,2723,0,60,39,1
19,4,110708,11,4,8,3,4,0,0,0,21,39,0
27,4,156773,0,4,3,1,4,1,0,0,40,34,0
20,6,82905,3,4,5,3,4,1,0,0,40,26,0
59,2,152143,14,2,10,0,4,1,14788,0,61,0,1
26,4,96700,15,4,1,1,2,0,0,0,40,39,0
38,5,30597,12,2,10,5,4,0,0,0,67,39,0
31,4,41054,11,2,3,0,4,1,0,0,51,39,0
32,4,385176,11,0,4,4,4,0,0,0,30,39,0
33,4,201052,15,4,1,3,2,0,0,0,30,39,0
45,4,157811,13,0,3,1,4,1,0,0,40,39,0
55,4,153681,11,4,8,1,4,0,0,0,29,39,0
51,6,189624,12,2,10,0,4,1,0,0,40,39,1
44,4,233906,11,2,14,0,4,1,0,0,40,39,0
28,4,60473,11,4,8,1,0,0,10,0,46,39,0
31,4,482356,9,4,4,3,4,1,13115,0,23,39,1
38,1,205121,15,2,1,0,4,1,0,0,40,39,0
43,4,181449,15,2,3,0,4,1,0,0,40,0,1
36,4,171437,11,5,8,4,4,0,0,0,30,26,0
54,2,261839,11,2,0,0,4,1,0,0,40,39,0
54,0,190178,9,4,0,3,4,1,14886,0,32,39,1
40,4,403227,15,5,4,3,4,1,0,0,17,39,0
50,7,279976,11,2,6,0,4,1,0,0,40,39,0
19,4,137456,11,4,8,3,4,1,0,0,30,39,0
32,4,259214,12,2,10,2,1,1,0,0,40,40,0
32,4,146771,3,2,3,0,4,1,0,0,40,39,0
31,4,319835,15,4,6,1,4,1,0,0,40,39,0
58,6,96579,11,0,12,1,4,1,4757,0,40,39,0
45,4,191292,11,2,3,0,4,1,0,0,55,39,1
22,0,189596,1,4,0,3,4,1,0,0,21,39,0
41,4,175306,11,4,1,4,4,0,0,0,36,39,0
42,4,158583,11,2,7,0,4,1,0,0,50,39,0
24,0,145211,15,2,0,0,4,1,0,0,19,39,0
37,4,214366,11,4,6,1,2,1,0,0,40,39,1
21,4,326882,11,4,6,3,4,1,0,0,40,39,0
35,4,231864,10,2,3,0,4,1,0,0,40,20,1
33,4,432873,9,2,10,0,4,1,0,0,60,39,0
37,4,247512,5,0,8,1,4,1,0,0,40,26,0
61,4,111536,11,2,3,0,4,1,0,0,44,39,0
28,4,132506,11,2,6,0,4,1,0,0,40,39,0
31,4,82955,11,4,5,3,2,0,0,0,22,39,0
26,4,192864,11,4,3,1,4,1,0,0,40,39,0
23,0,283736,11,4,0,3,2,0,0,0,40,39,0
41,2,106690,11,2,11,3,4,1,0,0,40,39,1
24,4,48344,9,4,12,3,0,0,0,0,18,39,0
33,4,199031,9,5,12,1,2,0,0,0,40,21,1
20,4,132377,2,4,8,3,4,1,0,0,7,26,0
39,4,157699,13,0,8,4,4,0,0,0,30,39,0
30,4,152101,11,2,12,0,4,1,0,0,80,39,1
43,4,29287,9,5,10,1,2,1,14728,0,62,39,1
21,4,26556,7,2,6,0,4,1,0,0,75,39,0
41,2,196478,15,4,1,3,4,0,0,0,21,39,0
51,4,162508,9,1,4,1,4,0,0,0,40,39,1
55,4,276998,9,2,7,0,4,1,0,0,50,39,1
58,2,116385,8,2,4,0,4,1,0,0,19,39,0
46,4,182901,2,4,3,3,4,1,0,0,59,11,1
29,0,281839,0,4,0,3,4,1,0,0,20,39,0
75,0,46362,11,0,0,5,0,1,39074,0,33,39,1
19,4,117507,15,2,12,0,4,1,0,0,19,39,0
36,4,103693,12,4,7,1,4,0,0,0,36,39,0
25,7,176297,15,4,8,3,2,0,0,0,30,39,0
35,4,66157,15,2,1,5,4,0,0,0,75,39,1
61,6,35134,9,2,11,0,4,1,1,0,44,39,0
46,7,169841,9,2,12,0,4,1,0,1862,49,39,1
43,4,152140,12,2,10,0,4,1,0,0,87,39,1
24,4,89654,11,2,8,5,4,0,0,0,36,21,0
25,4,363630,11,4,3,1,4,1,1,0,50,39,0
32,4,44569,11,0,1,1,4,0,0,0,44,39,0
28,2,111340,15,4,6,3,4,1,0,0,20,39,0
25,6,167845,9,4,12,1,1,0,0,0,22,36,0
44,4,70050,11,4,1,3,4,1,39101,0,40,39,0
51,4,119096,7,5,8,4,2,0,0,0,40,21,0
32,4,144325,11,0,12,4,4,0,0,0,34,39,0
23,0,74069,15,0,0,1,2,0,0,0,24,39,0
44,7,185259,15,2,11,0,4,1,0,0,51,39,0
39,4,41329,15,4,1,1,4,0,0,1859,30,39,0
32,4,191260,11,4,12,1,4,0,0,0,12,39,0
30,4,36305,9,4,1,1,4,1,0,0,40,39,0
18,4,204888,15,4,8,3,4,1,0,0,21,39,0
49,4,175405,8,4,8,1,2,0,0,0,76,0,0
48,4,149284,14,4,10,1,4,0,0,0,18,39,0
22,4,114374,9,4,10,1,4,1,0,0,40,39,0
24,4,154822,11,4,8,1,4,1,0,0,50,39,0
24,4,66066,11,4,12,3,4,1,0,0,40,39,0
18,4,504134,1,5,6,3,4,1,0,0,21,39,0
32,7,178449,12,2,10,0,4,1,0,0,23,39,1
34,4,438758,5,2,6,0,4,1,0,0,40,26,0
36,4,371557,15,4,12,1,4,0,0,0,35,39,0
27,4,254638,11,4,12,3,4,1,0,0,21,39,0
41,2,410051,11,2,0,0,4,1,0,0,40,39,1
42,4,142067,4,4,9,1,4,1,0,0,40,21,0
44,6,177499,11,2,3,0,4,1,0,0,60,39,0
54,4,157892,11,2,5,0,4,1,0,0,36,39,1
57,4,199950,11,2,1,0,4,1,0,0,40,39,0
28,4,408858,0,4,8,3,4,1,0,0,40,26,0
57,4,301190,7,4,1,3,2,0,0,0,40,39,0
25,4,335687,15,2,10,0,4,1,0,0,44,39,0
28,4,184811,11,2,8,0,1,1,0,0,40,34,0
25,7,226064,11,2,6,0,4,1,0,0,50,39,0
33,2,185965,8,4,13,1,4,0,0,0,40,39,0
20,4,119909,11,4,8,1,4,1,0,0,40,39,0
49,4,188121,11,4,8,3,4,0,0,0,40,39,0
35,2,35954,13,4,12,1,4,1,0,0,43,39,0
55,4,233502,15,4,6,1,4,1,0,0,40,26,0
26,4,26639,11,4,6,3,4,1,0,0,20,39,0
27,4,132680,11,4,3,2,4,1,4763,0,40,39,0
42,4,280696,12,4,4,2,4,0,0,0,53,39,0
29,4,178391,9,4,10,3,4,0,0,0,30,39,0
40,4,183619,10,2,10,0,4,1,0,0,75,39,0
19,4,152483,11,4,7,3,4,1,0,0,29,39,0
27,4,146403,7,0,10,1,4,0,0,0,40,21,0
37,0,118470,11,4,12,4,1,0,0,0,31,19,0
32,4,252264,3,2,5,0,4,1,0,0,40,26,0
51,4,157788,15,4,1,1,4,0,0,0,14,39,0
62,0,83523,11,2,0,0,4,0,0,0,40,39,0
36,2,147770,8,2,6,0,4,1,0,0,40,39,0
52,4,100952,15,4,8,1,2,1,0,0,40,39,0
37,4,262813,11,4,6,2,4,1,0,0,40,39,0
24,4,153806,15,4,1,5,4,0,0,0,40,39,0
33,4,77633,11,4,1,3,2,0,0,0,40,39,0
38,6,160295,9,5,5,1,4,1,39078,0,10,39,0
17,4,28489,9,4,12,1,4,1,0,0,44,39,0
60,4,40628,11,2,8,2,2,1,0,0,40,39,0
42,4,190427,11,2,12,0,4,1,2708,0,40,39,0
34,4,362026,4,4,12,3,4,0,0,0,30,39,0
27,4,153931,11,4,1,4,4,0,0,0,40,39,0
39,6,220486,12,2,4,0,4,1,0,0,51,39,0
70,4,194484,1,2,1,0,4,0,1,0,40,39,0
40,4,91543,11,4,8,3,4,1,0,0,13,39,0
57,4,196336,9,0,12,5,4,0,0,0,35,39,1
40,4,54352,6,0,4,1,2,0,0,0,40,6,0
60,4,302107,15,2,3,0,4,1,0,0,40,39,0
26,3,160052,11,5,8,4,4,0,0,0,35,39,0
56,4,105017,11,2,12,0,1,1,0,0,50,39,0
49,4,231430,11,4,1,1,4,0,0,0,40,39,0
36,4,63946,11,4,3,1,4,1,0,0,30,39,0
55,4,137325,8,2,6,1,4,1,0,0,40,39,0
38,2,188026,11,2,10,0,4,1,0,0,20,39,0
66,4,127336,10,2,10,0,4,1,0,0,53,39,1
34,4,537469,9,2,4,0,4,1,0,0,50,11,1
57,4,210030,15,2,8,0,4,1,0,0,64,39,1
60,4,170192,11,5,8,2,0,0,0,0,35,39,0
41,0,132994,11,2,0,2,4,1,0,0,75,39,0
20,4,120216,11,0,8,4,4,0,0,0,40,11,0
33,4,164433,15,4,1,4,2,1,0,0,40,39,0
31,6,181198,9,4,8,1,4,0,0,0,40,39,0
52,6,293167,11,2,4,0,4,1,0,0,60,39,1
47,4,120504,9,4,3,1,4,1,0,0,43,39,0
22,4,59527,0,4,14,3,4,1,0,0,40,39,0
48,6,93534,8,2,3,2,4,1,0,0,40,39,0
38,2,447869,13,2,10,5,4,0,0,0,63,39,1
73,0,190249,11,0,0,1,4,0,0,0,8,39,0
20,4,234782,15,2,10,2,4,1,0,0,35,10,0
54,4,55009,11,0,12,4,4,0,0,0,40,39,0
30,4,200168,11,2,12,0,1,1,0,0,75,39,0
34,4,74716,8,4,3,3,2,1,0,0,40,39,0
47,4,204950,8,5,1,2,4,1,0,0,40,39,1
46,4,195748,10,0,4,1,4,1,0,0,52,39,0
22,4,225494,9,2,3,0,4,1,0,0,40,39,0
62,2,191086,7,6,5,5,4,0,0,0,50,39,0
35,4,183501,9,4,12,1,4,1,0,0,44,39,0
37,4,96472,11,2,4,2,4,0,4747,0,35,39,0
37,4,253788,7,4,5,1,4,1,0,0,48,39,0
43,4,170136,8,0,12,1,4,1,0,0,21,39,0
20,0,85525,1,4,0,3,4,0,0,0,40,39,0
40,1,100775,9,4,1,1,4,0,0,0,21,11,1
55,4,197908,1,4,3,1,4,1,0,0,40,39,0
19,4,265288,15,4,4,3,4,1,0,0,35,39,0
42,4,210684,13,5,8,4,4,0,2741,0,60,39,0
48,4,102108,11,4,1,1,4,1,0,1853,40,39,0
40,4,341795,9,0,12,1,4,1,0,0,55,21,1
36,7,120651,9,2,1,0,2,1,0,0,40,39,1
20,4,71239,11,4,7,3,4,1,0,0,40,39,0
23,4,345034,11,4,6,3,4,1,0,0,20,39,0
38,4,183387,9,2,4,0,4,1,0,0,40,39,0
56,6,128604,5,5,8,4,4,1,0,0,63,39,0
44,2,268912,11,2,8,0,4,1,7425,0,40,39,1
57,2,115315,15,2,8,0,4,1,0,0,40,39,0
33,4,191438,11,4,3,2,4,1,7440,0,44,39,0
25,4,108837,5,4,8,1,4,1,0,0,20,29,0
58,4,192367,11,2,7,0,4,1,0,0,40,39,1
21,4,225845,9,2,6,0,4,1,0,0,50,39,0
49,4,178771,11,0,3,1,4,1,0,0,44,39,0
58,4,354512,11,4,1,4,2,0,0,0,36,39,0
30,4,111169,11,5,12,1,3,1,0,0,40,39,0
53,4,67659,11,4,3,1,4,1,0,0,40,39,0
24,4,273074,15,4,12,3,4,1,0,0,40,39,0
40,4,359744,11,5,1,4,4,0,0,0,35,39,0
49,4,151526,15,5,8,4,2,0,0,0,36,39,0
44,4,215527,9,2,3,0,4,1,0,0,51,39,1
41,4,177860,9,4,7,2,1,0,2949,0,40,29,1
28,4,286335,11,2,7,0,4,1,0,0,40,39,0
38,4,221583,11,5,3,3,4,1,0,0,40,37,0
43,6,167629,12,0,10,1,4,1,0,0,60,39,0
27,4,89244,11,4,3,1,4,1,0,0,40,39,0
38,4,114105,11,0,12,4,1,0,0,0,22,0,0
28,4,160257,11,2,3,0,4,1,7440,0,44,39,1
50,4,63567,15,5,1,4,2,0,0,0,40,39,0
41,1,181905,9,2,10,5,4,0,0,0,51,39,1
72,4,132297,0,6,6,2,4,1,0,0,30,39,0
45,4,86641,15,0,12,4,0,0,14758,0,62,39,0
37,4,187579,11,4,1,3,2,0,0,0,40,39,0
36,4,595001,15,6,4,4,4,0,0,0,31,39,0
52,4,166280,7,4,3,1,2,0,0,0,21,39,0
43,5,19696,11,2,12,0,4,1,0,0,60,39,1
48,2,177661,12,2,11,0,4,1,0,0,20,26,0
66,4,145113,1,0,6,2,4,1,0,0,34,39,0
46,2,175535,13,2,11,0,4,1,0,0,60,39,0
48,4,180637,7,4,4,5,2,0,0,0,21,39,0
17,4,108708,15,4,12,1,4,0,0,0,35,39,0
34,4,338926,11,6,6,1,4,1,0,0,50,39,0
45,0,171128,15,4,0,1,0,1,0,0,25,39,0
43,4,36330,1,4,3,1,4,0,0,0,40,39,0
41,4,226617,9,4,3,1,4,1,0,0,50,39,0
24,4,117065,15,4,4,3,4,1,0,0,44,39,0
44,4,194131,11,4,1,3,2,0,0,0,40,39,0
27,6,126191,11,4,13,3,2,1,0,0,40,39,0
43,4,176681,9,2,7,0,4,1,0,0,40,0,0
44,4,154175,11,2,12,0,4,1,0,0,50,39,0
29,4,191628,11,0,3,1,4,1,0,0,40,20,0
40,4,24027,15,0,10,1,4,1,0,1858,58,39,0
46,4,70929,9,0,4,4,1,0,0,0,44,19,0
29,4,220067,11,4,7,2,4,1,38950,0,31,10,0
55,4,160530,7,2,11,0,4,1,0,1864,40,39,1
33,0,247368,11,4,0,3,2,1,0,0,34,39,0
35,4,83710,11,0,6,1,4,1,0,0,40,39,0
39,1,192032,12,4,4,0,4,1,7457,0,40,39,1
43,2,200862,12,3,10,4,4,0,0,0,40,39,0
24,4,254785,15,4,12,1,2,1,0,0,40,39,0
23,4,25383,11,4,11,3,4,1,0,0,17,39,0
32,4,187497,9,4,12,3,2,0,0,0,16,39,0
27,4,148689,15,4,3,1,4,1,0,0,40,39,0
29,4,345835,11,0,8,1,4,0,1,0,40,39,0
19,2,119610,11,2,8,4,4,1,0,0,36,37,0
62,2,436628,15,4,6,1,4,1,0,0,40,39,0
60,0,195878,7,6,1,4,4,0,0,0,40,39,0
48,4,91579,11,2,7,0,4,1,0,0,40,39,0
24,4,49193,11,2,5,0,2,1,0,0,40,39,0
56,6,194963,15,2,5,0,2,0,0,0,40,39,0
57,4,182993,9,4,3,1,4,1,0,1852,50,39,0
59,4,185392,1,4,8,2,4,1,0,0,40,39,0
39,2,200243,11,2,10,0,4,1,0,0,40,39,0
37,0,191391,11,4,14,1,4,1,0,0,40,39,0
45,6,344079,11,2,8,0,4,0,0,0,51,26,0
23,6,181131,10,2,10,0,4,1,2722,0,47,39,1
54,2,175550,14,2,11,0,4,1,0,0,60,39,1
20,1,34348,11,4,1,3,4,0,0,0,40,39,0
27,4,141104,11,2,7,2,4,1,0,0,40,39,0
32,6,57553,9,4,12,1,4,1,0,0,52,39,0
46,4,115931,9,2,8,5,4,0,0,0,40,39,0
26,2,303134,11,2,4,5,2,0,39160,0,60,39,1
35,4,400156,15,4,13,3,4,1,0,0,40,39,0
22,4,245524,1,4,1,3,4,0,0,0,35,39,0
55,4,172902,0,4,6,1,4,1,0,0,40,39,0
23,4,211332,1,4,3,1,4,1,0,0,30,39,0
47,6,149982,11,0,12,2,4,1,0,0,6,39,0
23,4,140360,11,2,7,0,4,1,0,0,40,39,0
53,6,112606,11,2,3,0,4,1,0,0,69,39,1
45,4,196794,11,2,7,0,4,1,0,0,40,39,1
44,4,161278,12,4,10,2,4,0,0,0,40,26,0
36,4,76276,11,0,8,4,4,0,0,0,30,39,0
31,4,148509,7,0,13,1,4,0,0,0,40,39,1
67,4,150293,8,2,10,0,4,1,0,0,40,39,0
26,6,113363,15,0,8,1,4,1,0,1849,36,39,0
50,2,32262,7,2,10,5,0,0,0,0,40,39,0
45,4,183591,15,0,10,1,2,0,0,0,40,39,0
36,4,155615,11,2,7,0,4,1,0,0,40,39,0
40,2,246865,11,4,1,3,4,0,2753,0,40,39,0
27,4,120311,11,2,4,0,4,1,0,0,40,39,0
28,4,105522,9,5,12,4,2,0,0,0,40,39,0
66,4,216760,1,6,7,4,2,0,0,0,40,39,0
52,6,121206,11,2,3,0,4,1,0,0,44,39,0
27,4,88673,11,0,3,1,4,1,0,0,50,10,0
42,6,414164,3,2,5,2,4,1,0,0,45,39,0
33,2,43640,11,6,1,2,4,0,0,0,40,39,0
30,4,78699,15,5,13,1,2,0,3,0,36,39,0
28,4,150555,9,4,10,5,4,0,0,0,45,39,1
43,4,178915,7,0,4,4,4,0,0,0,46,39,0
34,4,170123,11,4,12,1,2,1,0,0,40,14,0
42,2,138518,12,2,10,0,4,1,0,0,40,39,1
37,4,66366,11,2,5,0,4,1,0,0,30,39,0
39,4,134073,12,2,7,0,4,0,0,1861,40,34,0
57,4,183609,1,2,3,0,4,1,0,0,40,39,1
55,2,131892,9,2,11,0,4,1,0,0,40,39,0
27,4,208100,9,4,12,1,4,1,0,0,40,39,0
21,4,221461,1,4,12,3,4,0,0,0,40,39,0
21,4,198338,11,2,8,0,4,1,0,0,40,39,0
39,4,205484,11,2,6,0,1,1,0,0,40,29,0
24,4,111936,11,0,12,1,0,1,0,0,43,39,0
28,0,141876,1,4,6,3,4,0,0,0,40,39,0
33,4,342939,15,4,8,3,4,1,0,0,40,39,0
37,4,106750,12,2,10,0,4,0,0,0,22,39,1
57,4,138427,5,2,8,0,4,1,0,0,22,26,0
27,4,158285,12,2,4,0,4,1,4744,0,40,39,1
28,4,189825,11,4,12,3,4,1,0,0,13,39,0
45,4,244705,12,0,10,1,4,0,0,0,40,39,0
36,4,87985,11,2,8,0,2,1,0,0,40,39,0
19,4,382080,1,4,12,3,4,0,0,0,6,39,0
44,4,146217,11,2,7,0,4,1,1,0,50,39,1
28,4,154274,9,2,4,0,4,1,0,0,40,39,0
23,4,294080,1,4,8,3,4,0,0,0,20,39,0
46,0,247947,7,4,0,1,4,1,38974,0,8,39,1
25,6,191739,8,4,10,1,4,1,0,0,40,40,0
47,4,452589,11,2,5,4,4,1,0,1861,75,39,0
34,4,67493,9,4,10,3,4,1,0,0,40,39,0
47,4,232456,9,4,4,1,4,1,2733,0,44,39,1
66,2,118529,8,6,4,5,4,0,0,0,36,39,0
41,4,207562,15,4,10,3,4,1,0,0,40,39,0
39,4,128349,8,4,1,1,4,0,14767,0,40,39,1
43,4,493332,1,5,8,1,4,0,0,0,16,39,0
46,4,423001,15,4,8,1,4,1,0,0,29,39,0
34,2,137459,11,4,14,1,4,1,38993,0,47,39,0
46,4,158506,3,2,10,0,4,1,0,0,57,39,0
28,4,126449,9,4,11,3,4,1,4,0,14,39,1
25,4,98910,11,2,5,0,2,1,39134,0,60,39,0
40,4,220717,11,2,6,0,4,1,0,0,50,39,0
25,4,19017,7,4,3,1,4,1,0,0,40,39,0
25,4,149577,11,2,7,0,4,1,0,0,40,26,0
37,4,246954,13,5,10,1,4,0,0,0,50,39,1
21,4,346629,3,4,5,2,4,0,0,0,31,26,0
54,0,259729,11,2,0,0,4,1,0,0,23,39,0
28,4,402386,14,2,5,0,4,1,0,0,50,39,0
52,2,219858,11,2,1,0,4,1,2707,0,40,39,1
20,2,61694,15,4,1,3,0,0,0,0,17,39,0
34,1,279989,15,2,10,0,4,1,0,0,40,39,1
37,4,22178,9,4,12,3,2,1,0,0,35,39,0
27,4,319326,13,4,13,1,4,1,0,1865,50,39,0
51,4,222625,15,5,13,4,4,0,0,0,36,39,0
56,2,194462,11,2,1,5,2,0,0,0,40,39,0
43,6,122241,11,2,4,0,4,1,0,0,40,39,0
34,4,96838,7,4,3,1,4,1,0,0,40,39,0
26,4,184571,11,0,4,4,4,0,2,0,34,39,0
28,4,32463,15,0,12,1,4,0,0,0,53,39,0
45,4,123122,15,4,1,3,4,1,0,0,40,39,0
53,4,194591,12,2,10,0,4,1,0,0,40,39,1
26,4,60386,11,4,7,1,4,1,0,0,40,39,0
28,4,121513,1,4,7,1,2,1,0,0,40,39,0
23,7,112597,15,4,1,3,4,1,0,0,40,39,0
39,4,207487,0,4,6,2,4,1,0,0,40,39,0
42,4,198820,8,2,4,0,4,1,0,0,51,39,1
61,4,157664,11,4,14,1,4,1,0,0,44,39,0
23,0,175978,11,2,0,2,4,0,0,0,40,39,0
57,0,350074,15,5,1,4,2,0,0,0,40,39,0
61,6,110597,15,4,8,2,2,0,0,0,40,39,0
37,4,365372,9,2,8,0,4,1,0,0,40,39,0
45,4,134324,11,0,4,4,4,0,0,0,40,39,0
29,4,151380,11,2,1,0,2,1,0,0,68,39,0
27,4,41150,15,4,3,1,4,1,0,0,46,39,0
32,6,123856,15,0,4,1,2,0,4747,0,44,36,0
32,4,410466,7,2,6,0,4,1,0,0,40,39,0
32,4,192276,7,4,3,1,4,1,0,0,49,39,0
27,4,81543,11,4,8,3,4,0,0,0,34,39,0
38,4,310216,11,4,7,2,4,1,0,0,40,39,0
22,4,113126,11,5,1,3,2,0,0,0,40,39,0
30,4,328371,11,2,5,0,4,1,0,0,40,39,0
55,4,189355,11,2,14,0,1,1,0,0,60,39,0
37,4,266974,11,2,12,0,4,0,0,0,36,39,0
34,4,358413,7,2,7,0,4,1,0,0,40,39,1
28,4,269936,1,4,7,3,2,0,0,0,40,39,0
29,4,113770,11,0,12,3,2,0,0,0,16,39,0
61,4,138927,11,4,7,1,4,1,14765,0,44,39,0
37,4,110437,11,5,1,4,2,0,0,0,40,17,0
56,6,180393,9,2,10,0,4,1,0,0,56,39,1
26,4,45618,15,4,14,1,2,0,0,0,99,39,0
43,4,187403,11,0,12,1,0,0,0,0,47,39,0
35,4,132353,11,2,7,3,4,1,0,0,40,39,0
44,7,195328,15,2,1,2,2,0,0,0,40,39,0
30,4,109554,11,4,12,3,4,0,0,0,39,39,0
55,4,328369,1,4,10,1,2,0,0,0,40,39,0
27,4,189362,11,4,12,3,4,1,0,0,22,39,0
40,4,202990,7,4,1,1,4,0,0,0,36,39,1
40,4,344172,9,2,4,5,4,0,2742,0,60,39,1
37,4,265057,11,2,1,0,4,0,0,0,30,39,0
22,4,372491,9,4,12,3,4,0,0,0,15,39,0
43,4,87362,11,0,3,1,4,1,4748,0,40,39,0
33,4,110524,15,4,12,3,4,1,0,0,20,39,0
62,4,36055,5,2,7,0,4,1,0,0,40,39,0
45,4,196967,11,0,3,0,4,1,0,0,40,39,0
24,4,115010,15,4,8,3,4,1,0,0,30,39,0
20,4,242995,15,4,1,3,4,0,0,0,32,39,0
34,2,178669,11,4,0,1,4,1,0,0,40,39,0
22,0,119092,15,4,0,3,4,0,0,0,21,39,0
28,4,46620,15,4,1,4,4,0,0,0,40,39,0
41,4,161853,0,2,8,2,4,0,0,0,40,35,0
38,4,235334,11,2,12,0,4,1,0,0,50,39,1
38,4,103030,11,2,12,3,4,1,0,0,40,39,0
49,0,209390,15,2,0,0,1,1,0,0,40,20,1
23,4,115431,1,4,7,3,4,0,0,0,30,39,0
34,6,205705,11,4,12,3,4,1,0,0,31,39,0
30,4,290740,15,2,4,0,4,1,0,0,40,40,0
31,4,172375,11,2,8,5,2,0,0,0,40,39,1
33,6,153190,11,0,12,1,4,0,0,0,34,39,0
31,4,161010,11,4,7,3,4,1,0,0,43,39,0
20,4,190333,11,2,14,2,2,0,0,0,40,39,0
22,2,110374,11,4,1,3,4,0,0,0,40,39,0
25,4,174682,9,0,3,1,4,1,0,0,49,39,0
50,7,161976,15,4,1,1,4,1,0,0,35,39,0
46,2,252495,11,2,10,2,4,1,7434,0,40,39,1
48,4,162423,11,2,12,0,4,1,2694,0,60,39,1
20,4,193670,15,4,8,3,2,0,0,0,21,39,0
38,6,138518,15,2,5,0,4,0,2748,0,79,39,0
64,4,252847,11,2,3,0,4,1,0,0,40,39,0
19,4,108003,11,4,14,3,4,1,0,0,40,39,0
25,4,370132,15,4,1,1,4,1,0,0,40,39,0
22,4,183149,15,4,1,1,4,0,0,0,18,38,0
37,2,253308,12,2,5,0,4,1,14866,0,40,39,1
64,1,196421,7,2,4,0,4,1,7412,1,60,39,1
66,4,177926,9,2,1,5,4,0,0,0,40,39,0
36,4,315279,15,2,4,0,4,1,0,0,50,39,0
34,4,456524,15,4,8,3,4,1,0,0,52,39,0
44,4,222711,15,2,3,0,4,1,0,0,40,39,0
67,6,157554,10,2,4,0,4,1,0,0,50,39,1
36,4,154518,11,4,8,1,4,1,0,0,46,39,0
34,4,146178,7,2,4,0,4,1,4838,0,50,39,1
44,4,252813,15,2,12,5,4,1,39000,0,49,39,1
36,4,57356,11,0,3,1,4,1,0,0,40,39,0
