age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
25,2,39689,9,4,10,3,4,1,0,0,21,39,0
18,0,209795,11,4,0,3,1,0,0,1857,22,39,0
62,2,35579,9,2,10,0,4,1,0,0,60,39,1
19,4,60724,11,4,14,3,4,1,0,0,30,39,0
25,4,94734,1,4,1,4,2,0,0,0,10,39,0
35,4,140348,11,2,3,0,4,1,0,0,40,39,0
46,2,174444,11,2,13,0,4,1,7403,0,40,39,1
34,4,179167,15,4,1,3,4,0,2682,0,44,39,0
45,4,53635,7,2,3,0,4,1,7413,0,44,39,1
23,4,243753,4,2,6,2,4,1,0,0,40,26,0
32,4,249381,9,2,11,0,4,1,0,0,50,39,0
44,4,39043,11,0,14,1,4,1,0,0,50,39,0
32,4,183636,8,5,8,3,4,0,0,0,47,39,0
40,4,25179,15,2,12,0,4,1,39259,0,45,39,1
50,2,258175,11,2,10,0,4,1,0,0,74,37,0
60,1,180005,9,2,4,0,4,1,0,0,40,39,1
40,4,383641,11,6,8,3,4,0,0,0,36,39,0
41,4,165931,11,4,8,4,4,0,0,0,29,39,0
25,2,305840,11,0,12,1,4,0,0,0,21,39,0
62,7,323024,8,2,10,0,4,1,0,0,37,39,1
35,4,158966,9,4,12,3,4,0,39097,0,31,39,1
55,4,239100,9,4,10,1,4,0,14788,0,35,39,1
21,4,155522,1,4,8,1,2,1,0,0,40,39,0
51,4,160436,1,2,8,5,4,0,0,0,45,39,0
25,0,37542,15,4,0,3,4,1,0,0,38,39,0
29,4,39490,15,4,12,3,2,0,0,0,40,39,0
30,4,94920,1,4,1,3,4,0,0,0,31,39,0
48,4,277816,0,4,8,3,4,0,0,0,32,39,0
67,4,780822,7,4,7,4,4,0,0,0,20,39,0
52,4,619506,14,2,10,0,4,1,0,0,54,39,1
18,4,61080,11,5,8,3,1,0,0,0,30,22,0
44,4,457013,9,2,7,0,4,1,0,0,50,39,0
46,4,34791,8,5,12,1,4,0,0,0,30,39,0
27,4,194018,11,4,12,2,4,0,0,0,45,35,0
48,4,330065,11,2,3,0,4,1,0,0,40,39,0
37,4,158212,11,2,6,0,4,1,0,0,50,39,0
46,4,231149,7,4,12,1,2,1,0,0,60,39,0
19,0,272695,11,2,0,2,2,0,0,0,40,39,0
35,2,91014,12,2,10,0,1,1,0,0,60,39,1
24,4,191443,11,4,14,3,4,1,2725,0,47,39,0
42,5,218954,7,2,11,0,4,1,0,0,44,39,1
46,4,352362,11,2,3,0,4,1,2776,0,60,39,1
50,4,269189,11,2,12,0,4,1,0,0,74,39,1
23,4,408916,15,4,12,2,4,1,0,0,44,39,0
63,4,78502,9,4,14,3,4,1,38935,0,20,39,1
26,4,480423,9,4,12,1,0,0,0,0,40,39,0
68,0,183279,15,2,0,0,4,1,0,0,40,39,0
53,2,320695,11,2,12,0,4,1,2734,0,60,39,1
53,4,192438,7,2,7,0,4,1,2766,0,60,39,1
44,6,184605,8,0,13,1,4,1,0,0,44,39,0
26,4,115069,1,4,8,3,4,1,0,0,18,39,0
43,7,192754,12,5,4,0,2,1,0,0,40,39,0
34,4,103852,9,4,3,3,4,1,0,0,40,39,0
39,5,165814,12,2,10,0,4,1,0,0,40,39,1
38,4,109394,15,4,4,3,4,1,0,0,18,39,0
50,4,225516,9,0,12,2,4,1,0,0,17,26,0
44,2,200009,7,2,13,0,4,1,0,0,40,39,1
23,4,44598,1,2,6,0,4,1,0,0,19,39,0
39,6,193971,11,4,1,4,4,0,0,0,10,11,0
40,4,126956,9,2,12,5,4,0,0,0,22,39,0
64,2,118386,15,2,10,0,4,1,39051,0,59,39,1
38,4,183940,9,0,12,1,3,0,0,0,59,0,0
17,4,265729,1,4,12,1,4,1,0,0,40,39,0
35,4,177006,11,4,12,3,4,1,0,0,30,39,0
28,4,139422,15,4,8,3,2,1,0,0,40,39,0
37,4,112873,15,4,1,2,4,0,0,0,21,39,0
47,4,232065,11,2,6,0,4,1,7478,0,50,39,1
61,4,124215,5,5,7,4,4,0,0,0,34,39,0
40,6,108573,5,0,4,3,4,1,0,0,25,11,0
29,4,78351,2,4,8,3,4,0,0,0,40,39,0
64,1,258199,11,2,12,0,4,1,0,0,51,39,1
34,4,207855,11,2,3,0,2,1,0,0,40,39,0
66,4,262168,11,4,6,2,4,0,0,0,49,39,0
39,4,192471,15,4,4,1,2,0,0,0,40,39,0
33,4,220064,11,2,8,0,4,1,0,0,39,37,0
78,4,91450,8,2,1,0,4,1,0,0,40,39,1
27,4,153123,11,2,12,0,4,1,2730,0,46,2,0
22,4,194125,15,4,7,2,4,1,0,0,40,39,0
77,6,149048,10,2,10,0,1,1,0,0,40,20,1
29,4,157632,11,2,7,0,4,1,0,0,40,39,0
40,4,234416,9,2,4,0,4,1,0,0,50,39,1
23,4,296623,9,4,4,1,4,0,0,0,40,39,0
56,4,191216,11,2,1,0,4,1,0,0,40,39,1
45,4,190739,9,4,4,4,4,0,2722,0,44,38,0
40,4,203213,8,2,0,0,4,1,0,0,44,39,1
18,4,35940,15,4,13,3,2,1,0,0,40,39,0
48,4,174173,0,4,1,3,2,1,0,0,40,39,0
34,4,108926,9,0,8,1,4,0,0,0,35,39,0
68,4,114807,9,4,1,3,4,0,0,0,40,39,0
24,4,156880,15,4,8,3,2,0,0,0,40,39,0
27,6,123574,11,5,3,0,4,1,0,0,39,39,0
34,4,189830,11,4,3,1,4,1,0,0,40,2,0
25,4,215132,11,4,3,1,4,1,0,0,40,39,0
23,4,102644,11,2,3,0,4,1,0,0,40,39,0
23,4,257657,9,4,6,1,4,1,0,0,40,39,0
35,4,433732,11,2,14,0,4,1,7425,0,40,39,1
27,4,97218,11,4,14,3,4,1,0,0,18,39,0
46,4,97634,11,0,7,4,2,1,0,0,40,39,0
55,4,115840,11,2,8,0,4,1,0,0,33,39,0
53,4,175866,11,2,7,0,4,1,0,0,49,39,1
35,0,170770,11,2,0,0,4,1,0,0,40,39,1
23,4,183020,11,4,3,3,4,1,0,0,44,39,0
23,4,179316,9,4,12,1,1,1,0,0,82,38,0
61,6,19303,7,2,11,0,4,1,0,0,40,39,1
45,2,433332,7,2,4,0,4,1,7431,0,60,39,1
38,4,56972,15,4,10,1,4,0,0,0,75,39,0
43,6,110158,12,6,4,1,4,0,0,0,40,38,0
22,4,183274,11,4,8,3,4,1,4,0,50,39,0
37,4,190997,15,4,1,1,2,1,0,0,19,39,0
26,4,163063,11,4,1,3,4,0,2737,0,40,39,0
53,4,190767,9,4,12,1,4,1,0,0,40,39,0
41,4,195900,12,2,6,0,4,1,0,0,40,26,0
45,2,186816,15,2,5,0,4,0,0,0,40,39,0
18,4,115877,11,4,8,3,2,0,0,0,40,14,0
33,4,173386,11,4,4,1,4,0,0,0,50,39,0
26,4,368523,11,2,3,0,4,1,0,0,40,39,0
44,4,237951,9,4,4,1,4,0,2732,0,61,21,1
44,4,206854,11,2,1,5,4,0,39125,0,40,39,1
27,4,132936,11,4,8,1,4,1,0,0,49,39,0
28,4,174291,11,0,12,1,4,1,0,0,13,39,0
45,6,63146,9,6,4,1,4,1,4738,0,34,39,1
18,4,483690,15,4,6,3,4,1,0,0,40,39,0
40,4,112915,11,0,12,1,4,1,0,0,21,21,0
17,4,68081,11,4,6,3,4,1,0,0,10,39,0
23,4,190702,1,5,3,2,4,1,2,0,40,39,0
34,4,67150,15,2,1,0,4,1,0,0,40,39,0
22,4,152566,4,5,1,2,4,0,0,0,40,26,0
40,4,464111,12,4,10,1,4,0,0,0,45,21,1
40,4,110142,11,4,0,3,4,0,14746,0,29,39,1
39,4,146885,12,0,10,1,4,0,0,0,51,39,0
53,4,161726,11,0,6,2,4,1,0,0,49,26,0
24,4,296329,0,4,6,3,4,1,0,0,9,39,0
36,4,121829,11,2,3,0,4,1,0,0,40,39,0
47,2,450302,12,0,10,4,4,0,0,0,3,39,0
32,4,467590,9,2,5,0,4,1,0,0,40,21,1
58,4,206089,1,2,11,0,4,1,0,0,60,39,0
18,4,41323,15,4,1,3,2,1,0,1,19,39,0
40,6,222275,9,2,5,0,4,1,0,0,80,39,0
30,4,216850,7,2,10,0,4,1,0,0,40,39,0
34,4,186944,11,4,3,1,4,1,0,0,48,0,0
50,4,115040,11,2,3,0,2,1,0,0,40,39,0
31,4,65263,11,4,12,1,4,0,0,0,36,39,0
26,4,166569,11,4,12,3,4,1,0,0,44,39,0
20,3,88306,11,4,14,3,4,1,0,0,48,39,0
24,4,42878,9,4,12,1,1,1,0,0,40,9,0
38,5,244576,9,2,4,0,4,1,1,1853,60,39,1
45,4,103729,9,4,4,3,4,1,2713,0,59,39,1
61,6,133542,15,4,12,3,4,0,0,0,30,39,0
25,4,189744,15,4,1,3,2,0,0,0,30,39,0
47,4,333215,15,2,5,0,4,1,0,0,50,39,0
55,6,215296,3,2,5,3,4,1,0,0,23,26,0
27,4,195080,11,2,7,0,4,1,0,0,50,39,0
37,4,107608,12,2,4,2,4,0,0,0,40,39,0
28,4,337364,15,2,3,0,4,1,0,0,40,21,0
34,4,362637,5,2,6,0,4,1,0,0,40,39,1
18,0,211793,11,4,0,3,4,0,0,0,31,39,0
65,4,187422,15,4,1,4,4,0,0,0,35,39,0
33,4,219952,15,4,12,1,4,1,0,0,40,0,0
17,4,226168,5,4,8,3,4,1,0,0,11,39,0
40,4,233648,5,2,3,0,4,1,0,0,40,39,0
45,4,114676,11,2,11,0,4,1,0,0,40,39,1
40,6,157016,10,2,5,0,2,1,14793,0,80,39,1
18,3,199932,0,4,8,3,4,0,0,0,40,39,0
27,4,291369,11,2,4,0,4,1,0,0,50,39,1
51,4,231795,9,2,4,0,4,1,7464,0,60,39,1
60,0,179160,9,6,0,2,4,0,0,0,30,39,0
40,4,173131,9,0,12,1,4,1,1,0,48,39,0
34,4,181760,11,4,3,1,4,1,0,0,50,39,0
47,2,96733,11,2,7,0,4,1,2683,0,36,39,0
51,2,200221,9,6,4,5,4,0,14894,0,36,39,1
41,4,243551,15,4,12,1,4,1,0,0,23,39,0
28,4,297249,15,0,12,1,4,0,0,0,76,11,0
41,4,89764,11,0,4,4,4,0,0,0,31,39,0
29,4,197957,8,4,8,1,4,0,0,0,40,39,0
26,4,237683,11,2,3,0,4,1,0,0,40,39,0
35,4,27914,13,4,3,1,2,1,0,0,30,39,0
22,4,181541,11,4,6,1,4,0,0,1637,40,39,0
26,4,140878,1,4,14,3,4,1,0,0,40,39,0
44,4,141824,11,0,12,1,4,0,0,1860,44,39,0
48,4,153368,12,2,10,0,4,1,0,0,60,0,1
31,4,266387,11,4,3,1,4,0,0,0,32,39,0
44,2,189503,11,2,10,5,4,0,0,0,50,39,0
21,4,104010,1,6,8,2,0,0,0,0,20,39,0
21,2,228974,15,5,1,4,2,0,0,0,21,39,0
40,2,177177,9,2,10,0,4,1,0,0,60,39,0
42,4,552312,9,5,1,4,4,1,0,0,40,39,0
32,0,270049,9,4,0,3,4,0,0,0,27,32,0
41,4,153346,1,4,10,1,4,0,0,0,19,39,0
68,4,216476,1,6,10,4,4,0,0,0,1,39,0
29,4,150020,1,4,5,3,4,0,0,0,40,39,0
18,4,204580,11,0,1,4,4,0,0,0,20,39,0
18,4,114257,11,0,12,3,4,0,0,0,22,39,0
57,4,130228,8,2,12,0,4,1,2802,0,44,39,0
39,4,168324,9,2,6,0,4,1,0,0,40,39,0
37,2,315622,9,4,10,1,2,1,0,0,40,39,0
55,4,267879,15,2,3,0,4,1,0,0,52,39,0
24,4,57915,15,4,4,3,4,1,0,1085,40,39,0
59,4,145831,1,2,8,0,4,1,0,0,40,39,0
35,4,210360,9,2,10,0,4,1,0,0,60,39,1
39,4,189328,11,2,3,0,2,1,2755,0,40,39,0
49,1,165882,12,2,4,0,1,1,0,0,40,36,0
43,4,206201,11,0,7,4,4,0,0,0,36,39,0
35,4,73996,11,4,7,3,4,1,0,0,40,5,0
52,4,68318,11,2,7,0,4,1,0,0,40,39,0
62,2,128606,11,2,6,0,4,1,0,0,40,39,0
41,4,178064,15,2,11,0,4,1,0,0,60,39,1
76,4,166931,11,2,4,0,4,1,0,0,50,39,1
30,4,180473,9,4,10,1,4,1,0,0,45,39,1
37,4,32557,9,0,12,1,4,0,0,0,45,39,0
45,4,177433,9,2,4,0,4,1,2693,0,50,39,0
44,2,43969,8,2,5,0,2,1,0,0,40,39,0
29,4,82347,9,4,4,3,4,0,4724,0,36,39,0
40,4,368380,5,6,8,4,0,0,0,0,39,39,0
31,7,289713,15,2,10,0,4,1,0,0,61,39,0
27,4,84077,15,0,4,1,4,1,0,0,40,39,0
52,2,183998,9,2,1,5,4,1,6768,0,40,39,1
41,4,178468,11,6,4,1,4,0,0,0,44,39,0
20,4,159742,1,4,8,3,2,0,0,0,20,39,0
62,0,188951,11,2,0,5,4,0,0,0,20,39,0
48,4,270122,13,4,8,1,4,1,0,0,38,39,0
42,6,20714,10,0,12,1,0,0,0,0,90,11,0
19,4,30518,15,4,12,4,4,0,0,0,21,39,0
25,4,100544,15,2,3,0,4,1,0,0,44,39,0
26,4,48735,11,4,1,4,2,0,0,0,40,39,0
58,6,65255,11,2,5,2,4,1,0,0,40,39,0
43,2,144300,11,2,14,0,4,0,0,0,40,39,0
47,4,163594,5,2,8,0,2,1,0,0,40,39,1
28,6,32030,15,4,5,3,4,1,0,0,31,39,0
21,0,196843,11,2,7,0,4,1,0,0,40,33,0
21,6,184479,15,2,10,5,4,0,0,0,30,39,0
40,2,161254,12,0,10,2,4,0,0,0,20,39,0
29,4,195187,13,4,6,1,4,1,0,0,70,39,1
41,6,82173,15,2,5,0,4,1,0,0,76,39,0
48,4,200353,11,2,7,0,4,1,0,0,40,20,0
37,1,215321,15,0,13,1,2,1,0,0,40,39,0
45,4,210251,15,4,11,3,4,1,0,0,29,39,0
45,4,47279,0,4,9,1,4,0,0,0,44,39,0
49,4,242905,12,2,10,0,4,1,0,0,40,21,0
47,4,213651,15,0,12,3,4,0,0,0,11,39,0
18,4,80064,11,4,7,3,1,1,0,0,40,20,0
30,6,94999,11,4,12,1,2,0,0,0,75,39,0
28,4,64150,9,4,3,3,4,1,0,0,40,39,0
21,4,151520,9,5,1,2,4,0,0,0,40,26,0
50,2,146512,11,2,8,4,4,0,0,0,28,39,0
50,4,48138,9,4,4,1,4,1,0,0,40,39,0
36,4,144356,9,2,4,0,4,1,0,0,44,39,1
36,4,427969,4,4,10,0,4,1,0,0,50,26,0
55,4,61041,11,4,8,3,2,0,0,0,40,39,0
18,0,101873,15,4,0,1,4,0,0,0,27,39,0
36,4,169286,15,4,13,1,4,0,0,0,30,39,0
21,4,134141,15,6,1,4,4,0,0,0,18,39,0
25,4,158720,11,2,8,0,4,1,0,0,40,39,0
40,4,246356,1,0,12,1,4,0,0,0,30,10,0
43,4,175345,8,4,3,1,4,1,0,0,40,39,0
27,4,111786,11,4,10,2,4,0,2723,0,41,39,0
34,4,200819,11,5,4,4,2,0,0,0,40,39,0
26,4,185112,15,2,4,0,4,1,4746,0,74,39,1
45,4,190761,8,6,4,1,4,0,0,0,25,39,0
32,4,105338,15,2,4,0,4,1,0,0,40,39,0
27,4,112127,11,4,12,1,4,0,0,0,29,39,0
31,4,116601,11,4,7,4,4,0,0,0,63,39,0
42,4,201727,11,4,12,1,4,0,0,0,19,39,0
47,4,194970,8,2,7,0,4,1,0,0,47,39,1
28,2,164297,9,2,10,0,4,1,0,0,40,34,0
82,2,76810,0,6,12,4,4,0,0,0,21,39,0
33,4,268641,9,2,4,0,4,1,0,0,60,39,0
35,4,276203,15,4,12,3,4,1,0,0,20,39,0
49,6,31086,12,0,10,1,4,1,0,0,61,39,1
51,4,185818,15,2,3,0,4,1,14797,0,56,39,1
21,4,171222,15,2,1,0,2,1,0,1852,40,39,0
59,4,225595,1,4,14,3,4,1,0,0,15,39,0
47,4,153232,9,0,4,1,4,1,0,0,50,39,0
38,4,199477,12,2,10,0,4,1,0,0,40,39,0
24,4,197058,11,4,12,1,4,0,0,0,40,40,0
34,4,104852,12,0,6,1,4,1,0,0,40,39,0
29,6,73975,9,4,4,3,4,0,0,0,54,39,0
63,4,168128,0,2,5,0,4,1,0,0,54,39,1
52,4,228335,11,2,3,0,4,1,0,0,44,39,1
34,4,158107,15,2,8,0,4,1,0,0,40,39,0
57,4,151353,5,0,8,1,4,0,0,0,44,39,0
60,6,142966,11,2,4,0,4,1,0,0,56,39,1
41,4,70372,11,4,12,3,4,0,0,0,30,39,0
40,4,192943,15,4,6,3,4,0,0,0,20,39,0
33,4,93728,9,4,12,3,4,1,0,0,40,11,1
31,4,391292,5,2,7,2,4,0,0,0,21,20,0
23,4,259451,7,4,4,3,4,0,0,0,37,39,0
47,4,200005,7,2,13,0,4,1,7409,0,40,39,1
48,4,211212,5,2,8,0,4,1,0,0,40,40,1
22,4,200186,11,4,12,1,4,1,0,0,34,39,0
26,6,37336,15,4,5,1,4,1,0,0,20,39,0
37,4,43475,11,2,1,0,4,1,0,0,40,39,0
17,4,55293,1,4,12,3,2,0,0,0,9,39,0
49,2,34799,12,0,12,4,4,0,0,0,32,39,0
42,4,186938,9,2,10,5,4,0,0,0,40,39,1
25,4,30608,9,0,13,1,0,1,0,0,40,39,0
41,1,52485,11,2,4,0,2,1,0,0,40,39,0
21,4,466963,9,4,1,3,4,0,0,0,17,39,0
52,4,199662,8,4,6,1,4,1,0,0,44,39,1
44,4,152077,12,2,12,0,4,0,0,0,50,39,1
40,4,158940,11,0,8,2,4,0,0,0,29,39,0
44,4,183230,11,2,7,0,4,1,0,0,40,39,1
19,4,53695,1,4,6,3,2,1,0,0,40,39,0
45,0,221783,11,4,8,3,2,0,0,0,10,39,0
41,4,184504,11,4,6,2,4,1,0,0,40,39,0
59,2,110956,15,0,10,1,4,0,0,0,40,39,0
49,6,62717,15,0,12,1,4,1,0,0,46,39,0
43,4,141051,11,4,0,1,4,0,0,0,21,39,0
51,4,203706,0,4,6,2,4,1,0,0,7,39,0
35,4,224636,11,2,3,0,4,1,0,0,40,39,0
20,4,154886,0,2,12,2,1,0,0,0,40,37,0
33,2,313711,9,4,10,1,2,0,0,0,40,39,0
43,2,141957,9,4,1,2,4,0,0,0,40,39,0
58,2,363524,11,2,12,0,4,1,0,0,60,39,1
42,2,185176,9,2,4,5,4,0,0,0,40,39,1
63,4,116339,8,6,6,1,4,1,0,0,40,39,0
52,4,166261,8,0,13,1,4,1,0,0,40,39,0
44,4,347013,11,2,8,2,2,1,0,0,30,26,0
30,4,196410,11,2,3,0,4,1,0,0,48,39,0
29,6,142955,9,2,12,0,4,1,0,0,40,39,0
46,4,261456,9,2,4,0,4,1,0,0,60,39,1
44,4,193080,0,2,5,0,4,1,0,0,40,39,1
22,4,138897,11,4,1,3,4,0,0,0,40,39,0
52,4,63995,7,2,1,0,4,1,0,0,40,39,1
36,6,114897,11,2,4,0,4,1,0,0,36,37,0
31,0,238081,15,4,0,1,4,0,0,0,25,11,0
39,4,79092,11,2,14,0,2,1,0,0,40,39,1
23,4,185748,15,4,1,3,4,0,0,0,40,39,0
57,4,249367,7,0,3,2,4,1,14769,0,60,39,0
22,4,329857,11,2,14,2,4,1,0,0,40,39,0
33,4,243858,15,4,12,1,2,1,0,0,40,39,0
47,4,191648,11,2,3,0,4,1,0,0,50,39,0
41,4,70374,11,5,4,4,4,0,0,0,53,27,0
34,6,113247,11,5,7,4,4,0,0,0,31,39,0
50,4,229859,9,2,11,0,4,1,1,0,78,39,1
37,4,69897,12,0,1,1,2,0,0,0,44,39,0
39,4,410078,11,2,8,5,4,0,2825,0,33,39,0
32,2,206056,13,0,8,1,0,1,0,0,40,39,0
40,4,198648,1,4,1,3,4,0,0,0,7,39,0
22,4,216942,7,0,3,1,4,1,0,0,40,39,0
46,4,178811,11,4,4,1,4,0,0,0,29,39,0
34,4,278630,14,5,10,2,2,0,39216,0,99,2,1
34,4,163730,11,0,12,4,4,0,0,0,26,39,0
58,6,112275,11,2,3,0,4,1,0,0,45,39,0
36,4,438595,15,4,12,1,4,0,0,0,60,39,0
52,6,51545,8,6,5,1,4,1,0,0,40,39,0
43,4,216055,11,6,8,4,4,0,0,0,36,39,0
32,4,239461,9,4,12,1,4,0,0,0,34,39,0
44,4,103801,11,2,6,3,2,1,0,0,36,39,0
33,4,67334,15,2,3,0,4,1,0,0,40,37,0
33,4,32986,15,4,10,1,1,1,0,0,40,39,0
48,2,196658,8,5,10,1,4,0,0,0,52,39,1
19,4,193817,11,4,6,3,0,1,0,0,17,39,0
25,4,55248,15,0,12,4,0,0,0,0,30,39,0
62,4,201701,12,2,10,0,4,1,0,0,56,40,1
20,4,510312,1,4,8,3,4,1,0,0,19,26,0
75,6,191358,11,2,4,0,4,1,0,0,35,39,1
81,0,224210,5,2,0,0,4,1,0,0,36,37,0
19,4,71478,15,4,12,3,4,1,0,0,40,39,0
48,2,109345,9,2,10,0,4,0,4,0,40,39,0
18,4,124268,1,4,1,3,4,0,0,0,40,0,0
28,4,107602,15,4,1,1,0,1,0,0,40,37,0
37,1,121089,11,5,10,2,0,0,0,0,40,39,0
38,4,95938,7,5,13,4,2,0,0,0,40,39,0
82,0,192616,11,4,0,2,4,1,0,0,21,39,0
18,4,399292,11,4,8,3,4,0,0,0,19,39,0
61,4,28706,7,2,5,0,4,1,0,0,51,39,0
25,4,239952,15,4,3,3,4,1,0,0,40,39,0
45,4,177702,15,2,4,0,4,1,7427,0,44,39,1
21,4,176358,1,2,8,0,4,1,0,0,52,39,0
34,1,144871,9,2,4,0,4,1,0,0,24,39,1
35,6,119682,11,5,3,4,4,1,0,0,49,11,0
22,4,83733,11,2,12,0,4,1,0,0,40,39,0
43,4,237669,7,4,13,3,4,1,0,0,30,39,0
28,6,99126,9,6,7,4,4,0,0,0,37,39,0
28,4,188188,15,4,11,3,2,0,0,0,40,39,0
42,4,141120,9,4,12,3,4,1,0,0,51,39,0
25,4,190756,3,4,5,3,4,0,0,0,40,39,0
34,4,296683,15,2,10,5,2,1,0,0,21,39,0
24,4,140110,9,2,6,0,4,1,0,0,40,26,0
50,0,109996,9,6,0,3,2,0,5,0,15,39,0
46,4,214203,11,2,4,0,4,1,4740,0,60,41,0
23,4,70268,0,0,12,1,4,1,0,0,40,39,0
41,4,251883,11,0,12,1,4,0,0,0,49,39,0
57,4,219782,11,2,7,0,4,1,0,0,40,39,0
22,4,157343,11,4,8,3,2,0,0,0,40,39,0
45,4,139443,9,5,10,5,1,1,0,0,40,21,1
46,4,337665,15,2,7,0,4,1,0,0,60,39,1
42,6,33543,9,2,4,0,2,1,4737,0,40,39,1
46,4,140019,7,4,4,1,4,1,14769,0,40,39,0
26,4,78892,15,4,1,4,4,0,0,0,40,39,0
43,4,170957,9,4,1,1,4,0,0,0,59,39,1
26,4,126246,11,4,3,3,4,1,0,0,40,39,0
48,4,307872,11,2,3,0,4,1,0,0,40,39,0
45,4,459963,8,4,7,4,4,0,2742,0,45,39,0
46,4,215443,0,4,1,1,4,1,0,1862,10,39,0
20,4,59317,0,4,12,3,4,1,0,0,40,39,0
35,4,34582,15,4,3,1,4,1,0,0,45,39,0
23,4,203425,9,0,1,1,4,0,0,1851,22,39,0
28,4,33638,10,0,12,1,4,0,0,0,55,39,0
20,0,38690,15,4,14,3,4,1,0,0,40,39,0
26,4,288671,9,4,1,3,4,0,0,0,30,39,0
34,4,335477,15,4,14,1,4,1,0,0,40,39,0
21,4,189196,9,4,5,3,4,0,0,0,17,39,0
22,4,304100,11,4,6,3,4,1,0,0,30,39,0
33,5,369980,11,2,8,0,4,1,0,0,67,39,0
34,4,49300,15,4,1,3,0,1,0,0,66,39,0
25,4,243874,15,4,10,2,4,0,0,0,23,39,0
24,6,82816,11,4,14,3,4,0,0,0,12,39,0
25,4,255145,1,4,1,4,2,0,0,0,40,39,0
19,0,78674,11,4,0,3,2,1,0,0,40,39,0
